name,Location,Website,Founded,Employees,Industries,Business.model,Funding.state,description,SDG_01,SDG_02,SDG_03,SDG_04,SDG_05,SDG_06,SDG_07,SDG_08,SDG_09,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17
HelloSkin,"-, Denmark",helloskin.se,2016,11-50,"Consumer Goods, Healthcare & Life Science, Service",-,-,"HelloSkin helps people with chronic skin diseases find and buy safe non-prescription skin care products. In the process, we built an unprecedented data powerhouse to create future personalized products based on individual skin properties and conditions.  Location -, DenmarkWebsite helloskin.seFounded 2016Employees 11-50Industries Consumer Goods, Healthcare & Life Science, ServiceBusiness model -Funding state -",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Emographics - Emotional Intelligence,Denmark,emographics.dk,2020,1-10,"IT & Software, SaaS","B2B, B2G",Pre-seed,"Our mission is to give people the power to manage their emotions and make them smarter, more successful and happier in every area of their life.

We are a company that provides emotional intelligence software for business and leaders to increase work satisfaction and decrease stress and employee turnover. Emographics is an EI (emotional intelligence) based system that empowers employees by helping them identify their own strengths and weaknesses, understand how they affect others, decreases office conflict, increases team collaboration and communication leading to increased productivity and joy at work.

A combination of emotional intelligence management strategies and team insight reports help leaders identify and address workplace issues as they arise.
Leaders are provided with team insights in wellbeing og mental health status.

Emotionality is a strong human tendency that can take over logic and reason. Emotional intelligence can help with situations that involve others as well as self-awareness, empathy and handling different emotions. 

The Employee app and Leader Dashboard are designed to capture data as it happens. This real-time information is presented in an intuitive leader dashboard so they can make informed decisions on their workforce’s emotional health at all times.   Location DenmarkWebsite emographics.dkFounded 2020Employees 1-10Industries IT & Software, SaaSBusiness model B2B, B2GFunding state Pre-seed",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AWDIO,Denmark,awdio.co,2022,1-10,Media & Entertainment,B2C,Pre-seed,"Awdio is screenlight interactive and creative audio entertainment for kids controlled by voice. Subscription, content packs and virtual goods as business model.

We creating interactive originals with own and licensed IPs and build experiences where children can create their own stories using ML/AI and synthetic voices.  Location DenmarkWebsite awdio.coFounded 2022Employees 1-10Industries Media & EntertainmentBusiness model B2CFunding state Pre-seed",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VR-Nature,Denmark,vr-nature.com,2021,1-10,Healthcare & Life Science,B2B,Bootstrapping,"VR-Nature – “innovative relaxation of patients by nature in virtual reality”. Especially dental patients. 

VR-Nature is led by female founder & CEO Thuri Kledal, PhD. It is a tech B2B SaaS business with an MVP ready for sale. Developed in collaboration with dentists and featured in “Tandlægebladet”.  Initiating collaboration in UK and US. Attended the TechNordicAdvocat accelerator program for women led tech companies evaluated to show high growth potential. 

Dental fear is the most common reason that up to 40% of the European population delay or never attend their dental appointment. If they ever turn up - the dentist has a hard time treating these patients due to anxiety, muscle tension, interruption, and a risk of delays.

VR-Nature relaxes patients by engaging their attention in a nature therapy based virtual experience. An effective way to calm patients based on a data, and a science driven solution. The solution fit custom available VR goggles.  

Thuri drives the company with enthusiasm and stamina, resulting in an MVP with a unique front end adapted to dental treatment – all created on bootstrapping. The sales process is initiated and VR-Nature seek investment and increase the team to increase marketing, sales, and continue a healthy tech business development. 

VR-Nature aim to become ""Global first choice for dentist to treat patients with dental fear"". Why? – Because VR-Nature has the potential to help up to 40% of the population to better health and dental care. Developed to fit dental procedure and more vertical markets to come. 

Thuri started VR-Nature on a fascination of the combination of tech, nature, and business to help patients – because it feels the best way to spend precious energy and time in life. Impatience and a goal to make a huge difference made her start her own companies. A big driver is believing that a healthier future must include a combination of nature and health tech driven solutions. In the end – WE ARE all NATURE. 

Next in pipeline is establishing a wise, diverse, and intelligent team ready to sell, explore and create more solutions with nature, tech, and business. Attracting investors ready to invest in health tech to speed up the business. 
  Location DenmarkWebsite vr-nature.comFounded 2021Employees 1-10Industries Healthcare & Life ScienceBusiness model B2BFunding state Bootstrapping",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edufit,Denmark,edufit.dk,2022,1-10,"Education, Healthcare & Life Science, IT & Software, SaaS, Sports",B2G,Bootstrapping,"Edufit is developing a new learning platform with movement as the main focus. The platform gives teachers, students, and parents an easily accessible tool with motivating exercises, which combines movement and educational content. This is implemented by using the newest technologies from artificial intelligence and computer vision.  Location DenmarkWebsite edufit.dkFounded 2022Employees 1-10Industries Education, Healthcare & Life Science, IT & Software, SaaS, SportsBusiness model B2GFunding state Bootstrapping",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDITE ROBOTICS,Denmark,audite.ai,2019,1-10,"Healthcare & Life Science, Robotics",B2B,Seed,"AUDITE ROBOTICS is developing autonomous infection prevention technologies for the health sector to solve the increasing problem of health acquire infections and multi-resistant diseases with safe and green technologies built on a AMR platform. 

Our robot is the one only robot on the market that can both disinfect surfaces with UV-C having 99,999% efficacy while also purifying and disinfecting the air. The air purifying and disinfecting also removes any smells that occurs when disinfecting surfaces with UV-C lamps.

The core of what we do to provide our customers with innovative, highly effective, clinically proven disinfection technologies. We have developed our robot to be plug-and-play and intuitive for the user to use without the help of technician - creating a economically and effective robot for our customers. 

The idea was born on a request from a major hospital within NHS, the discovery of a fantastic technology combined with the vast experience within infection prevention and disinfection with robots from Blue Ocean Robotics and UVD Robots.   Location DenmarkWebsite audite.aiFounded 2019Employees 1-10Industries Healthcare & Life Science, RoboticsBusiness model B2BFunding state Seed",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Gudindetemplet,Denmark,gudindetemplet.dk,2018,1-10,Consumer Goods,B2C,Bootstrapping,"Gudindetemplet er en virksomhed, der arbejder for at højne feminin heling & vækkelse! Her tilbydes online kurser for kvinder, gudinde yoga & en højkvalitets krystaldildo og yoni æg webshop.

Her er sex og nydelse hellig, og ønsket er at højne det feminine og bringe Gudinden til live i verden!

Templet er især for kvinder, der har brug for seksuel heling, og som ønsker at forbinde sig til sin nydelse, sensualitet og seksualitet.  Location DenmarkWebsite gudindetemplet.dkFounded 2018Employees 1-10Industries Consumer GoodsBusiness model B2CFunding state Bootstrapping",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SquareMeter,Denmark,squaremeter.dk,2017,11-50,"IT & Software, Service, Hospitality, Hosting, IoT",B2C,Series A,"Since our establishment in Copenhagen in 2017, we have set ourselves apart from other property companies in the real estate industry by taking our point of departure in the human beings who live their lives on our square meters. To ensure that we create the most meaningful living conditions and most sustainable buildings in the industry, we use technology and choose materials with great care, commitment, and diligence.

Whether it be student accommodation, managed offices, private apartments or boutique hotels, the spaces we co-create are always with the human being at the center. To combat loneliness and create state-of-the-art service in energy-efficient buildings, we facilitate a feeling of community, we take care of all the tedious tasks of a traditional office, and we make sure all our square meters are second to none when it comes sustainability and ability of enabling a healthy and social life.

It is our ambition that the properties we build, renovate, or manage always improve the quality of being human, the sense of community, and the sustainability of our surroundings.   Location DenmarkWebsite squaremeter.dkFounded 2017Employees 11-50Industries IT & Software, Service, Hospitality, Hosting, IoTBusiness model B2CFunding state Series A",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Calibre Social,Denmark,calibre.social,2022,1-10,SaaS,B2B,Bootstrapping,"WHAT_ 
A social platform to connect people based on common passions, reduce barriers of meeting and increase IRL activities accessibility. Making it easier to grow meaningful platonic relations, improving existing relations or find great in real life experiences & activities.  

TEAM_
We are three full time students each enrolled on bachelors in fields of Data Science, Computer Science in Copenhagen, Denmark. We share a passion in STEM and a curiosity for ethically applied psychology in digital products. 

Guided by an industry knowledged advisor.

WHY_ 
The SDG target that we are focusing on solving is loneliness which is second most important metric for life expectance only overruled by smoking tobacco. It’s a pressing issue for all individuals, but more so for young people challenged with anxiety, depression and eating disorders are increasing like never before. 

According to studies ( Holt-Lunstad et al., 2010 ) & ( Julianne Holt-Lunstad et al., 2017 ) lacking social connection carries a great risk that is comparable, and in many cases, exceeds that of other well-accepted risk factors, including smoking up to 15 cigarettes per day, obesity, physical inactivity, and air pollution 

Every individual on earth must have access to reducing experiences of loneliness and increasing highly personal and social experiences to be remembered in their lives. Calibre Social solution guides the fostering of meaningful platonic friendships and memorable life experiences. Making IRL social and experiences more accessible.  

HOW_ 
We are making IRL activities as accessable as possible and thereby not following the traditional ‘doomscrolling business model'' within the social networking industry. We design and develop our app with a clear mission in mind - while applying critical technical practice (CTP). We hope to work closely with small businesses as we build the ideal social platform for the experience economy.  

Improve experience economy SMEs in reaching their customers more effectively.
Compared to current offers in the market that is optimized for e-commerce, consumers interested in shopping and material values. Our model will be able to increase customer retention for the IRL SMEs that are provding the real life, highly personal, greatly memorable and immaterial value for individuals across the world. 

Copyright © 2022, Calibre Social
( https://calibre.social/mission ) 

  Location DenmarkWebsite calibre.socialFounded 2022Employees 1-10Industries SaaSBusiness model B2BFunding state Bootstrapping",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sports Lab Copenhagen,Denmark,sportslab.sport,2019,1-10,"Media & Entertainment, Healthcare & Life Science, Sports, Gaming",B2B,Pre-seed,"Sports Lab Copenhagen is a Sport-for-Purpose Copenhagen-based hub, and network organisation supporting sports innovation entrepreneurship, providing sector-specific expertise and consultancy, and developing the Nordic sports innovation ecosystem.

Our vision is simple yet ambitious: we want to create the ideal environment to inspire and support ambitious current and future innovators and entrepreneurs who are on a mission to bring about positive societal change by innovating in and through sports, and breaking ground in the ways that sport is experienced by athletes and fans.

To achieve this, we are creating a one-stop shop for all stakeholders and a seamless pathway from university incubation environments to international scale-ups. 

Highly experienced in the development of sports assets through value and business generating activities and partnerships, we also provide expertise in the form of international advisory and consulting services at both strategic and operational levels.

We place a special focus on solutions that impact the UN Sustainable Development Goals by harnessing the Nordic values and approach to a healthy lifestyle and environmentally aware, well-integrated, inclusive, socially and physically active communities.  Location DenmarkWebsite sportslab.sportFounded 2019Employees 1-10Industries Media & Entertainment, Healthcare & Life Science, Sports, GamingBusiness model B2BFunding state Pre-seed",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
YoungLab - læring på børnenes præmisser,"Denmark, Norway",younglab.dk,2018,1-10,"Education, Service","Marketplace, B2G",Pre-seed,"Young Lab, er en ny eksperimentel måde at arbejde sammen - om børns sunde liv og udvikling. Metoden er udviklet af Social IQ, og er blevet til gennem en samskabende design proces mellem børn, lærings- eksperter, pædagoger og daginstitutioner. 

YoungLab - er en form for hybrid mellem analog og digital eksperimenterende læring og evaluering for dagtilbud og indskoling. YoungLab  hjælper daginstitutioner og skoler med at nå de nye læreplans mål; med øget evalueringspraksis og dokumentation, på en sjov og innovativ måde.   Location Denmark, NorwayWebsite younglab.dkFounded 2018Employees 1-10Industries Education, ServiceBusiness model Marketplace, B2GFunding state Pre-seed",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unafor,Denmark,unafor.com,2021,1-10,"Energy & Greentech, Healthcare & Life Science, Maritime & Transport, Manufacturing, Science & Engineering, Fashion & Living",B2B,Series B+,"Unafor is a division of Milford that was formed to focus on ensuring safety in urban spaces.

The vision of UNAFOR is to create safe urban spaces through personalised design and to offer creative solutions for enhancing the liveability of cities, while adhering to international safety certification standards.

We help create safe urban spaces without compromising aesthetics and creativity in design.

Having developed an approved crash tested 'core' Unafor can offer both standard and bespoke urban element designs to suit any area or place whilst maintaining the charm of the city.  Location DenmarkWebsite unafor.comFounded 2021Employees 1-10Industries Energy & Greentech, Healthcare & Life Science, Maritime & Transport, Manufacturing, Science & Engineering, Fashion & LivingBusiness model B2BFunding state Series B+",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LifePartners A/S,Denmark,da.life-partners.com,2014,1-10,"Healthcare & Life Science, IT & Software, IoT","B2B, B2G",Seed,"Raison
Global demographics are changing rapidly. People get older, they live more independently and demand a higher quality of life. This pose a growing challenge, as more people will be in need for caretaking and relatively less people will be available to provide care. 

Purpose
LifePartners exist to improve life for the elderly and the handicapped as well as their professional caretakers and relatives, by empowering them all with smart and involving technology, supporting a desired quality and scope of care.

Mission
We aim to build the preferred e-care platform for the elderly, the handicapped, their care-takers and relatives providing smart and simple tools for more actionable insights and better means of communication, interaction and planning.

Vision
To be the leading e-care platform connecting elderly and handicapped with their professional caretakers and relatives, providing the right tools for optimalindividual caretaking.
  Location DenmarkWebsite da.life-partners.comFounded 2014Employees 1-10Industries Healthcare & Life Science, IT & Software, IoTBusiness model B2B, B2GFunding state Seed",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
One Bite Better,Denmark,onebitebetter.app,2017,1-10,Sales & Marketing,"B2C, B2B",Seed,"Vi forbinder sultne, travle mennesker på farten med de bedste takeaway måltider til dem, nær dem. Om du vil finde sundere takeaway, morgenmad under 100 kr., vegetarisk frokost, glutenfri sandwich, det bedste thai mad eller burgere, takeaway der passer til dit vægttab/vægtøgningsønske eller noget helt 8. hjælper vi dig med at screene dit nærområde for måltider, der matcher dit behov og ønske mest muligt. 

På den anden sidste servicerer vi restauranterne med en unik løsning til at nå, og øge, deres walk-in kunder. Denne kundegruppe giver den bedste profit, også på længere sigt, men er sværrets for restauranterne at nå selv, og nuværende løsninger virker ikke optimalt. One Bite Better samler de 4 kriterier der skal til for at lande en kunde fra gaden og kan med vores løsning sætte restauranterne på kortet når kunden er allermest købsparat: sulten, i nærheden og med lysten til noget denne har.   Location DenmarkWebsite onebitebetter.appFounded 2017Employees 1-10Industries Sales & MarketingBusiness model B2C, B2BFunding state Seed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happenings,Denmark,happenings.dk,2019,1-10,IT & Software,B2G,Seed,"We at Happenings have a cause of bringing people together in real life. 
Our way of doing that, is by collecting everything that's happening on campus, such as parties, trips, etc. That means we are a community platform, substituting the traditional ticket providers, where you can participate and pay admission through the app. Furthermore we're the only one in our field approved by the Ministry of Education and Children as a well-being-promoting initiative.
  Location DenmarkWebsite happenings.dkFounded 2019Employees 1-10Industries IT & SoftwareBusiness model B2GFunding state Seed",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Bedste Fald  - Fall Forward and Gain more good years,Denmark,ibedstefald.dk,2019,1-10,"Education, Healthcare & Life Science, Sports","B2C, B2B, B2G",Bootstrapping,"I Bedste Fald is a method that enables and empowers people to fall safely, simultaneously addressing associated trauma and focuses on limiting restrictive lifestyle change. The method holds potential within the healtcare field, as the concept has been validated and now calls for scaling. With the aim of incorporating co-creation, further research, and development, I hope to change the way fall prevention is tackled, to allow for a broader holistic approach, that will allow people to fall safely and stand stronger.
  Location DenmarkWebsite ibedstefald.dkFounded 2019Employees 1-10Industries Education, Healthcare & Life Science, SportsBusiness model B2C, B2B, B2GFunding state Bootstrapping",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wear&Care Technologies,Denmark,wearandcare.com,2012,1-10,"Healthcare & Life Science, IoT","B2B, B2G",Seed,"Wear&Care Technologies is a medtech company who delivers high impact tech solutions to the Elder Care sector. The growing elder population and fewer Care Givers to help them, is a big and growing problem for society all over the world. We want to deliver solutions that can increase quality of life for the elderly and improve the efficiency as well as work environment for the Care Givers. Our first product is an IoT sensor solution to improve treatment of incontinence now distributed on the Danish and German market for Nursing Homes.   Location DenmarkWebsite wearandcare.comFounded 2012Employees 1-10Industries Healthcare & Life Science, IoTBusiness model B2B, B2GFunding state Seed",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Applied Technologies A/S,Denmark,appliedtechnologies.dk,2021,1-10,IT & Software,"B2B, B2G",Pre-seed,"Applied Technologies are working with technological mental health applications and are striving to increase mental health in the organisational sphere. Applied Technologies is a technological consultancy with development capabilities and have been working on various products since 2012. Our solutions are creating better mental health for both people and companies.  Location DenmarkWebsite appliedtechnologies.dkFounded 2021Employees 1-10Industries IT & SoftwareBusiness model B2B, B2GFunding state Pre-seed",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NGeneR,Denmark,ngener.io,2020,1-10,"Healthcare & Life Science, IT & Software",B2C,Bootstrapping,"NGeneR is on a mission to improve people’s health by providing a personalized assessment of which diseases one is predispositioned to have based on their genetics using artificial intelligence. Human bodies are unique, however, healthy lifestyle and disease prevention is often accomplished following a generalized approach. NGeneR’s services will give the customers detailed insights into their genetics. This personalised understanding will allow people to more accurately adjust their lifestyle choices based on food consumption, physical activities and daily routine and thereby mitigate the risk of diseases.  Location DenmarkWebsite ngener.ioFounded 2020Employees 1-10Industries Healthcare & Life Science, IT & SoftwareBusiness model B2CFunding state Bootstrapping",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubus Technology ApS,Denmark,tubustechnology.com,2015,1-10,Healthcare & Life Science,"B2C, B2B",Seed,"Tubus Technology ApS is an innovative start-up business that works within ideation, innovation and product development. We enforce self-empowerment and independence by developing products that are designed to make a difference for people with physical limitations.
We work with the entire process from idea generation and product development to market validation and production development. We are currently in the stage of making international market validation and development for our first product TubusOne.
TubusOne is a medical device class 1 product that holds a CE mark. It is a mechanical device for people with upper limb limitations and works by sipping and puffing into a tube (hence the name TubusOne). The tube contains a piston function that works like a finger on touchscreen devices when it is activated by a puff from the mouth. TubusOne is a prolonged finger used for navigation on touchscreen devices.  Location DenmarkWebsite tubustechnology.comFounded 2015Employees 1-10Industries Healthcare & Life ScienceBusiness model B2C, B2BFunding state Seed",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
InProTher,Denmark,inprother.com,2011,11-50,Healthcare & Life Science,B2B,Seed,"InProther is a biotech company and our ultimate goal is to cure cancer by developing cancer vaccines and thereby improve the lives of the millions of patients that are diagnosed with cancer each year.

We are basing this bold vision on the groundbreaking research work done by Dr. Peter J. Holst, who was Associate Professor at University of Copenhagen before founding InProTher. InProTher has built a very skilled and diverse team (seven different nationalities so far) that are working out of our office located at the COBIS science park in Copenhagen. InProther is financially backed by the Novo Nordisk Foundation, Innovationsfonden, Vækstfonden and a number of private business angels.  Location DenmarkWebsite inprother.comFounded 2011Employees 11-50Industries Healthcare & Life ScienceBusiness model B2BFunding state Seed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hjælp Til Pårørende ApS,Denmark,htpaa.dk,2018,1-10,"Education, Healthcare & Life Science","B2C, B2B",Seed,"Hjælp Til Pårørende blev stiftet i 2018 af Anika & Henrik, der begge to har oplevet, hvor hårdt det er at være pårørende. I dag har virksomheden eget kontor i Århus C på 140 kvm, en professionel bestyrelse med Stine Bosse som formand, og har lukket den første store investering. 

Vores team er ungt og frisk, så hverdagen er præget af høj energi, godt humør og mange sociale stunder, mens vi målrettet og ambitiøst arbejder hårdt for at forbedre livet for pårørende. 

Hvorfor pårørende? 

Pårørende er en kendt, og dokumenteret højrisikogruppe, der udgør 38% af den danske befolkning. Hver fjerde bliver selv syg som direkte konsekvens.

Langt de fleste pårørende er hårdt pressede, og mange har hverken tid eller mulighed for at møde fysisk op, eller at modtage behandling indenfor de normale arbejdstider. I stedet søger de hjælp på nettet, som er det eneste tilgængelige på de skæve tidspunkter– og her møder de korte generiske skriv om, at de skal passe på sig selv. Tilbage står den pårørende, magtesløs med spørgsmålet ”Hvordan!?”.


Med vores App kan den pårørende få faglig relevant hjælp og støtte på alle tider af døgnet uden ventetid – med handlingsorienterede løsninger og værktøjer, der guider dem til hvordan de håndtere den givne situation. De er uafhængige af deres fysiske placering, og oplever
at få den hjælp de har brug for, når de har brug den.

Vi har brugt flere år på at analysere og kortlægge, hvad pårørende mangler for at undgå sygemeldinger og tidlig afgang fra arbejdsmarkedet. Hver fjerde pårørende bliver selv syg med stress eller depression som direkte konsekvens af deres rolle som pårørende.

Pårørende har brug for psykologisk førstehjælp med høj kvalitet og tilgængelighed - tidligt! Det handler i høj grad om, at vi griber individerne med den rigtige hjælp inden det bliver kritisk.

Derfor har vi skabt ét samlet univers, hvor pårørende får al den hjælp de har brug.   Location DenmarkWebsite htpaa.dkFounded 2018Employees 1-10Industries Education, Healthcare & Life ScienceBusiness model B2C, B2BFunding state Seed",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Manigrip,Denmark,manigrip.dk,2017,1-10,Healthcare & Life Science,"B2C, B2B",Seed,"At Manigrip we want to change the looks and feels of smaller assistive tools. Through user studies we learned, that people suffering from arthritis demands multifunctional assistive tools, that also offers great aesthetic design. We are creating and designing a new multifunctional grib for people suffering from hand mobility issues. The grib will work as an adapter for small and narrow objects, thus ensuring an ergonomical grib. Our product strives to be compared with great Scandinavian design.  Location DenmarkWebsite manigrip.dkFounded 2017Employees 1-10Industries Healthcare & Life ScienceBusiness model B2C, B2BFunding state Seed",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Motosumo,Denmark,motosumo.com,4,1-10,"Media & Entertainment, IT & Software, SaaS, Service",-,-,"Our team of scientists has developed biomechanical models for sports analysis at universities, test and rehabilitation centres, since 2012. Now we bring the technology to your smartphone democratizing fun, social, and intelligent training. Motosumo is the first company to offer this truly unique B2B solution to a clear demand from a $85 billion fitness market.  Location DenmarkWebsite motosumo.comFounded 4Employees 1-10Industries Media & Entertainment, IT & Software, SaaS, ServiceBusiness model -Funding state -",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hejdoktor.dk,Denmark,hejdoktor.dk,2013,1-10,"Healthcare & Life Science, IT & Software","B2C, B2B, B2G",Pre-seed,"Hejdoktor is a young healthtech company located in Copenhagen, Denmark. We want to make healthcare accessible to everyone, everywhere, anytime.
We’re on a mission to make life easier for both patients and caregivers through easy to use, secure and stable telehealth apps. We’re building solutions for both the public and private sector.  Location DenmarkWebsite hejdoktor.dkFounded 2013Employees 1-10Industries Healthcare & Life Science, IT & SoftwareBusiness model B2C, B2B, B2GFunding state Pre-seed",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firmasundhed Danmark,Danmark,firmasundhed.nu,2015,1-10,Healthcare & Life Science,-,-,"Firmasundhed Danmark sammensætter skræddersyede sundhedsordninger, der hjælper virksomheder med at tage hånd om deres vigtigste ressource - medarbejderne.Vores mission er at hæve arbejdsglæden og sænke sygefraværet i virksomheder ved at forbedre trivslen og den generelle sundhedstilstand blandt medarbejderne. Vi mener ganske enkelt, at sygefravær og stress ikke bare kan forebygges, det skal forebygges.  Location DanmarkWebsite firmasundhed.nuFounded 2015Employees 1-10Industries Healthcare & Life ScienceBusiness model -Funding state -",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Moseholm Yoga,Denmark,moseholmyoga.com,2015,1-10,Sports,B2C,Series A,"Moseholm Yoga offers yoga sessions across Copenhagen, indoor and outdoors.
As well as online yoga sessions on different platforms, and international yoga retreats.

Moseholm Yoga inspires people to breathe deep, move with ease and feel good.
Spreading bliss and positive vibrations.

Besides drop in yoga, Moseholm Yoga offers yoga sessions to closed groups, companies and one to one sessions. Plus non paid, non profit, giving yoga sessions to a group of homeless women in Copenhagen.

We always have new ideas and dreams to make come true   Location DenmarkWebsite moseholmyoga.comFounded 2015Employees 1-10Industries SportsBusiness model B2CFunding state Series A",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tinyfarms,Denmark,tinyfar.ms,2022,1-10,Education,B2G,Bootstrapping,"tinyfarms makes interactive indoor gardens for the educational market. Through our product as well as its associated learning universe, children can finally learn about abstract subjects such as sustainability & technology by ""doing"" rather than just ""reading"". The company originates from the Danish Technical University and has conducted research proving the efficacy of the product in schools in Denmark.   Location DenmarkWebsite tinyfar.msFounded 2022Employees 1-10Industries EducationBusiness model B2GFunding state Bootstrapping",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RØRT KØBENHAVN,Denmark,roert.dk,2019,1-10,Food & Beverage,B2C,Seed,"Award-winning RØRT makes ""pålægssalat"" like you've never had it before. RØRT rethinks this old classic within Danish cuisine focusing on craftmanship, sustainability, convenience and, most importantly, the ultimate taste. 

RØRTs mission is to supply the Danes with great tasting organic ""pålægssalat"" that can be enjoyed at all occasions. 

Most people associate ""pålægssalat"" with a mass-produced products full of mayonaise, poor ingredients and loads of additives. RØRT wants to alter this by making honest and clean products where the vegetables play a lead role, and where most ingredients are locally-sourced and seasonal.

RØRT currently runs a small deli-shop at Torvehallerne in Copenhagen, where RØRTs products can be purchased. 


  Location DenmarkWebsite roert.dkFounded 2019Employees 1-10Industries Food & BeverageBusiness model B2CFunding state Seed",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
anew sleep,Denmark,anewsleep.dk,2022,1-10,Marketplace & eCommerce,B2C,Bootstrapping,"Hos anew sleep har vi et ønske om at forbedre din søvn, så du kan være den bedste mor, far, hustru, mand, søster, bror, datter, søn og kollega. Når du får en god nattesøvn, får du også en bedre start på dagen. Du føler større overskud til at klare dagens opgaver, og menneskerne omkring dig bliver positivt påvirket af din gode energi. Tænk, hvis du kunne have det sådan hver dag? Det er det, vi stræber efter i anew sleep – at forbedre din søvn, så du kan være den bedste version af dig selv hver dag.  Location DenmarkWebsite anewsleep.dkFounded 2022Employees 1-10Industries Marketplace & eCommerceBusiness model B2CFunding state Bootstrapping",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zaptec Denmark ApS,Denmark,zaptec.com,2012,101-200,"Energy & Greentech, IT & Software, Maritime & Transport, SaaS",B2B,IPO,"Zaptec is a world leader in cloud-connected charging systems for multiple​ electric vehicles!

Zaptec is a world leader in intelligent charging systems for electric vehicles. The global shift to electric vehicles will bring forward significant challenges in charging infrastructure. By combining its unique power electronics technology with cloud-connected and scalable charging solutions, Zaptec is able to put forward working solutions based on real experience from the country with the highest EV per capita in the world.
 
Zaptec is headquartered in Stavanger, Norway, and all products are designed, developed and manufactured in Norway - and Zaptec Denmark ApS is a subsidiary based in the heart of Copenhagen (Bloxhub). 

We are looking for the best in class people to work with - and 👋🏼 we're are called  Zapiens. 
We lead the EV charging market, and we will change the world for the better by creating a more sustainable electric future. Are you in? 👫👭👬🌎

Being Zapiens means we are modern humans who show feelings and actions towards each other. We act promptly, and we wholeheartedly and persistently work to get the job done💪🏼. We're innovative, and we most certainly recognise opportunities in all types of circumstances.  

Join the adventure! Join our adventure and have a look on our website for more info on working in Zaptec.  Location DenmarkWebsite zaptec.comFounded 2012Employees 101-200Industries Energy & Greentech, IT & Software, Maritime & Transport, SaaSBusiness model B2BFunding state IPO",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
MapUp (formerly Map Courses),Denmark,app.mapup.app,2022,11-50,Education,B2C,Pre-seed,"MapUp  (formerly Map Courses) is a next-generation online test prep solution for high school students across the globe. We help stressed high school students in competitive countries such as Singapore, Malaysia, Hong Kong, Taiwan, the USA, etc., to prepare for public exams effectively with the help of A.I. and data science. 

Currently, MapUp is part of the Antler Nordics 2022 Cohort and is receiving advice and guidance in this global pre-seed accelerator.   Location DenmarkWebsite app.mapup.appFounded 2022Employees 11-50Industries EducationBusiness model B2CFunding state Pre-seed",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Copenhagen Sleep Company,Denmark,copenhagensleepcompany.com,2022,1-10,Marketplace & eCommerce,B2C,Bootstrapping,"Copenhagen Sleep Company is a sleep and wellness brand. We want to contribute to the sleep market by providing solutions where you don't have to invest in an expensive bed to sleep well.  Inspired by sleep experts and Scandinavian aesthetics, we strive to create luxurious sleep solutions that combine quality, comfort and functionality within any budget.  Location DenmarkWebsite copenhagensleepcompany.comFounded 2022Employees 1-10Industries Marketplace & eCommerceBusiness model B2CFunding state Bootstrapping",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
